"Age","Height","Weight","Female","Gold","Silver","Bronze","Total","Sport","Event","Color","Symbol","FirstEvent","kfold"
21,191,82,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",1
22,183,81,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",1
22,167,52,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",8
25,176,74,1,0,0,0,0,"Sailing","Women's Laser Radial","#984EA3",17,"Women's Laser Radial",7
34,169,50,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",6
41,170,73,0,0,0,0,0,"Shooting","Men's Skeet","#FF7F00",17,"Men's Skeet",1
25,186,97,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 1000m","#A65628",15,"Men's Canoe Single (C1) 1000m",8
26,180,86,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 200m",5
24,177,75,0,0,0,0,0,"Canoe Slalom","Men's Canoe Double (C2)","#FFFF33",15,"Men's Canoe Double (C2)",4
21,190,75,0,0,0,0,0,"Athletics","Men's 110m Hurdles","#377EB8",15,"Men's 110m Hurdles",8
23,173,58,0,0,0,0,0,"Athletics","Men's 5000m","#377EB8",15,"Men's 5000m",2
26,196,109,0,0,0,0,0,"Canoe Sprint","Men's Canoe Single (C1) 200m","#A65628",15,"Men's Canoe Single (C1) 200m",1
23,162,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",3
24,166,65,1,0,0,0,0,"Cycling","Women's Sprint, Women's Keirin, Women's Team Sprint","#E41A1C",16,"Women's Sprint",2
23,164,60,1,0,0,0,0,"Athletics","Women's 4 x 100m Relay","#377EB8",15,"Women's 4 x 100m Relay",8
21,166,45,1,0,0,0,0,"Athletics","Women's 800m, Women's 1500m","#377EB8",15,"Women's 800m",2
24,160,48,1,0,0,0,0,"Athletics","Women's 20km Race Walk","#377EB8",15,"Women's 20km Race Walk",8
33,180,78,1,0,0,0,0,"Rowing","Women's Double Sculls","#4DAF4A",17,"Women's Double Sculls",5
28,199,85,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8",15,"Men's High Jump",3
26,172,56,1,0,0,0,0,"Athletics","Women's Long Jump","#377EB8",15,"Women's Long Jump",7
29,177,66,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",9
23,198,84,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",6
39,197,85,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",1
33,174,62,1,0,0,0,0,"Athletics","Women's Pole Vault","#377EB8",15,"Women's Pole Vault",3
24,180,68,1,0,0,0,0,"Tennis","Women's Singles, Women's Doubles","#E41A1C",18,"Women's Singles",4
26,190,140,0,0,0,0,0,"Weightlifting","Men's +105kg","#FF7F00",18,"Men's +105kg",5
27,181,101,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",8
28,182,60,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",8
25,178,92,1,0,0,0,0,"Athletics","Women's Discus Throw","#377EB8",15,"Women's Discus Throw",5
36,188,84,0,0,0,0,0,"Sailing","Men's 49er","#984EA3",17,"Men's 49er",1
24,172,68,1,0,0,0,0,"Table Tennis","Women's Team","#A65628",17,"Women's Team",4
26,164,59,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",5
19,183,68,1,0,0,0,0,"Archery","Women's Individual, Women's Team","#E41A1C",15,"Women's Individual",5
33,180,82,0,0,0,0,0,"Shooting","Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions","#FF7F00",17,"Men's 10m Air Rifle",10
32,168,55,1,0,0,0,0,"Athletics","Women's 3000m Steeplechase","#377EB8",15,"Women's 3000m Steeplechase",8
26,188,120,0,0,0,0,0,"Athletics","Men's Shot Put","#377EB8",15,"Men's Shot Put",7
32,178,74,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",5
30,198,82,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",1
25,197,100,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",4
20,194,85,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
27,184,74,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A",17,"Men's Lightweight Four",1
24,193,92,0,0,0,0,0,"Canoe Sprint","Men's Kayak Single (K1) 200m","#A65628",15,"Men's Kayak Single (K1) 200m",3
21,182,72,1,0,0,0,0,"Rowing","Women's Eight","#4DAF4A",17,"Women's Eight",4
20,166,70,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",2
26,177,55,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",4
27,165,60,0,0,0,0,0,"Judo","Men's -60kg","#E41A1C",17,"Men's -60kg",9
28,169,57,1,0,0,0,0,"Rowing","Women's Lightweight Double Sculls","#4DAF4A",17,"Women's Lightweight Double Sculls",7
27,189,84,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",8
19,172,61,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",10
32,188,85,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",6
26,175,60,0,0,0,0,0,"Shooting","Men's 50m Pistol, Men's 10m Air Pistol","#FF7F00",17,"Men's 50m Pistol",9
17,161,50,1,0,0,0,0,"Swimming","Women's 100m Freestyle","#FFFF33",17,"Women's 100m Freestyle",4
25,177,73,0,0,0,0,0,"Athletics","Men's 50km Race Walk","#377EB8",15,"Men's 50km Race Walk",5
21,185,76,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",7
27,168,59,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628",17,"Women's Singles",3
26,189,80,0,0,0,0,0,"Swimming","Men's 200m Freestyle, Men's 4x100m Freestyle Relay","#FFFF33",17,"Men's 200m Freestyle",1
27,198,84,0,0,0,0,0,"Athletics","Men's High Jump","#377EB8",15,"Men's High Jump",4
25,183,62,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",1
22,178,69,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",8
23,156,57,1,0,0,0,0,"Athletics","Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 200m",4
26,179,76,0,0,0,0,0,"Athletics","Men's 400m Hurdles","#377EB8",15,"Men's 400m Hurdles",2
26,186,88,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 1000m, Men's Kayak Double (K2) 200m","#A65628",15,"Men's Kayak Double (K2) 1000m",8
21,176,75,0,0,0,0,0,"Canoe Sprint","Men's Canoe Double (C2) 1000m","#A65628",15,"Men's Canoe Double (C2) 1000m",10
22,176,68,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",1
23,170,60,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",6
29,177,68,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",2
31,161,57,1,0,0,0,0,"Table Tennis","Women's Singles, Women's Team","#A65628",17,"Women's Singles",10
23,179,76,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
22,172,63,1,0,0,0,0,"Judo","Women's -63kg","#E41A1C",17,"Women's -63kg",4
25,203,155,0,0,0,1,1,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",10
20,168,57,1,0,0,0,0,"Judo","Women's -57kg","#E41A1C",17,"Women's -57kg",6
31,173,60,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",10
32,173,80,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",9
26,159,56,1,0,0,0,0,"Table Tennis","Women's Singles","#A65628",17,"Women's Singles",8
24,177,65,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",5
25,178,63,0,0,0,0,0,"Athletics","Men's 20km Race Walk","#377EB8",15,"Men's 20km Race Walk",9
22,177,58,1,0,0,0,0,"Athletics","Women's High Jump","#377EB8",15,"Women's High Jump",4
32,169,58,1,0,0,0,0,"Triathlon","Women's Triathlon","#377EB8",18,"Women's Triathlon",5
22,188,135,0,0,0,0,0,"Judo","Men's +100kg","#E41A1C",17,"Men's +100kg",4
21,171,60,1,0,0,0,0,"Swimming","Women's 200m Backstroke","#FFFF33",17,"Women's 200m Backstroke",3
30,175,80,0,0,0,0,0,"Judo","Men's -81kg","#E41A1C",17,"Men's -81kg",2
23,191,94,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",4
42,190,90,0,0,0,0,0,"Rowing","Men's Eight","#4DAF4A",17,"Men's Eight",3
27,180,69,0,0,0,0,0,"Tennis","Men's Singles","#E41A1C",18,"Men's Singles",10
38,160,45,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",5
22,190,88,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",9
26,190,95,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",3
35,185,103,0,0,0,0,0,"Sailing","Men's Star","#984EA3",17,"Men's Star",8
21,185,75,0,0,0,0,0,"Swimming","Men's 100m Freestyle","#FFFF33",17,"Men's 100m Freestyle",2
25,165,54,1,0,0,0,0,"Athletics","Women's 1500m","#377EB8",15,"Women's 1500m",9
30,162,59,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",1
27,175,59,1,0,0,0,0,"Athletics","Women's 100m, Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",5
27,168,62,1,0,0,0,0,"Weightlifting","Women's 63kg","#FF7F00",18,"Women's 63kg",7
28,170,70,1,0,0,0,0,"Athletics","Women's 400m","#377EB8",15,"Women's 400m",3
22,152,56,0,0,0,0,0,"Weightlifting","Men's 56kg","#FF7F00",18,"Men's 56kg",2
29,175,67,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",8
32,170,58,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",6
23,177,69,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",3
23,172,84,0,0,0,0,0,"Weightlifting","Men's 85kg","#FF7F00",18,"Men's 85kg",1
23,178,69,0,0,0,0,0,"Rowing","Men's Lightweight Double Sculls","#4DAF4A",17,"Men's Lightweight Double Sculls",1
27,156,47,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",2
20,183,77,0,0,0,0,0,"Swimming","Men's 200m Breaststroke, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 200m Breaststroke",8
22,188,95,0,0,1,0,1,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",9
27,176,69,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",8
31,169,62,0,0,0,0,0,"Fencing","Men's Individual Foil, Men's Team Foil","#984EA3",16,"Men's Individual Foil",3
25,186,81,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",6
23,168,63,0,0,0,0,0,"Athletics","Men's 100m","#377EB8",15,"Men's 100m",9
25,188,90,0,0,1,0,1,"Cycling","Men's Team Sprint","#E41A1C",16,"Men's Team Sprint",7
22,149,58,1,0,1,0,1,"Weightlifting","Women's 58kg","#FF7F00",18,"Women's 58kg",10
28,182,81,0,0,0,0,0,"Fencing","Men's Team Sabre","#984EA3",16,"Men's Team Sabre",5
20,189,94,0,0,0,0,0,"Athletics","Men's Javelin Throw","#377EB8",15,"Men's Javelin Throw",2
19,150,48,1,0,0,0,0,"Weightlifting","Women's 48kg","#FF7F00",18,"Women's 48kg",3
24,175,61,0,0,0,0,0,"Triathlon","Men's Triathlon","#377EB8",18,"Men's Triathlon",9
22,170,60,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",2
20,162,56,1,0,0,0,0,"Swimming","Women's 10km Marathon","#FFFF33",17,"Women's 10km Marathon",5
34,184,68,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",5
25,169,62,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",3
30,176,64,1,0,0,0,0,"Fencing","Women's Individual Epee, Women's Team Epee","#984EA3",16,"Women's Individual Epee",7
25,195,93,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",5
18,186,70,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Freestyle, Women's 200m Freestyle, Women's 100m Butterfly, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 50m Freestyle",3
19,180,77,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",6
24,191,88,0,0,0,0,0,"Table Tennis","Men's Team","#A65628",17,"Men's Team",3
36,165,58,1,0,0,0,0,"Sailing","Women's RS-X","#984EA3",17,"Women's RS-X",2
33,191,85,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",3
26,180,67,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",1
22,183,73,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",10
25,178,60,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",8
27,182,70,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A",17,"Men's Lightweight Four",8
23,155,48,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
31,185,94,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",6
26,176,60,1,0,0,0,0,"Table Tennis","Women's Singles","#A65628",17,"Women's Singles",4
31,181,73,1,0,0,0,0,"Handball","Women's Handball","#FFFF33",16,"Women's Handball",7
22,190,77,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",8
30,170,60,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",6
28,183,77,0,0,0,0,0,"Fencing","Men's Individual Sabre","#984EA3",16,"Men's Individual Sabre",8
21,160,43,1,0,0,0,0,"Athletics","Women's 10,000m","#377EB8",15,"Women's 10",8
23,166,56,1,0,0,0,0,"Sailing","Women's 470","#984EA3",17,"Women's 470",1
31,168,56,1,0,0,0,0,"Sailing","Women's Elliott 6m","#984EA3",17,"Women's Elliott 6m",9
32,188,77,1,0,0,0,0,"Athletics","Women's Heptathlon","#377EB8",15,"Women's Heptathlon",9
28,180,78,0,0,0,0,0,"Swimming","Men's 100m Butterfly, Men's 200m Butterfly, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Butterfly",3
20,183,114,1,0,0,0,0,"Athletics","Women's Hammer Throw","#377EB8",15,"Women's Hammer Throw",7
36,183,96,0,0,0,0,0,"Sailing","Men's Finn","#984EA3",17,"Men's Finn",9
31,204,100,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",5
27,186,83,0,0,0,0,0,"Sailing","Men's Laser","#984EA3",17,"Men's Laser",5
27,193,82,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",3
31,187,77,0,0,0,0,0,"Athletics","Men's 3000m Steeplechase","#377EB8",15,"Men's 3000m Steeplechase",3
30,194,91,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",5
32,188,84,0,0,0,0,0,"Swimming","Men's 100m Breaststroke","#FFFF33",17,"Men's 100m Breaststroke",4
29,193,88,0,0,0,0,0,"Rowing","Men's Pair","#4DAF4A",17,"Men's Pair",10
24,181,69,1,0,0,0,0,"Beach Volleyball","Women's Beach Volleyball","#FF7F00",15,"Women's Beach Volleyball",1
29,170,70,1,0,0,0,0,"Judo","Women's -70kg","#E41A1C",17,"Women's -70kg",7
23,163,55,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",6
25,190,89,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",6
26,180,80,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",5
30,183,79,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",6
25,178,71,0,0,0,0,0,"Athletics","Men's 200m","#377EB8",15,"Men's 200m",6
22,172,60,1,0,0,0,0,"Swimming","Women's 200m Breaststroke","#FFFF33",17,"Women's 200m Breaststroke",5
20,183,84,0,0,0,0,0,"Athletics","Men's Discus Throw","#377EB8",15,"Men's Discus Throw",10
34,174,70,0,0,0,0,0,"Table Tennis","Men's Singles, Men's Team","#A65628",17,"Men's Singles",3
29,183,73,0,0,0,0,0,"Judo","Men's -73kg","#E41A1C",17,"Men's -73kg",10
24,183,115,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",4
25,172,59,1,0,0,0,0,"Swimming","Women's 50m Freestyle, Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay","#FFFF33",17,"Women's 50m Freestyle",5
19,168,55,1,0,0,0,0,"Diving","Women's Synchronised 3m Springboard","#377EB8",16,"Women's Synchronised 3m Springboard",10
27,179,73,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
25,183,85,0,0,0,0,0,"Canoe Sprint","Men's Kayak Double (K2) 1000m, Men's Kayak Four (K4) 1000m","#A65628",15,"Men's Kayak Double (K2) 1000m",6
20,159,57,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",5
29,193,104,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
22,174,52,1,0,0,0,0,"Athletics","Women's 800m","#377EB8",15,"Women's 800m",9
22,191,72,0,1,0,0,1,"Rowing","Men's Lightweight Four","#4DAF4A",17,"Men's Lightweight Four",5
33,156,58,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",6
28,182,72,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",4
30,166,48,1,0,0,0,0,"Athletics","Women's Marathon","#377EB8",15,"Women's Marathon",9
21,204,97,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",3
31,175,67,0,0,0,0,0,"Athletics","Men's Decathlon","#377EB8",15,"Men's Decathlon",5
24,180,68,1,0,0,0,0,"Rowing","Women's Pair","#4DAF4A",17,"Women's Pair",1
25,190,95,0,0,0,0,0,"Athletics","Men's 4 x 100m Relay","#377EB8",15,"Men's 4 x 100m Relay",4
31,174,64,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",5
24,189,93,0,0,0,0,0,"Hockey","Men's Hockey","#A65628",16,"Men's Hockey",4
27,194,80,0,0,0,0,0,"Badminton","Men's Doubles","#4DAF4A",15,"Men's Doubles",4
31,197,130,0,0,0,0,0,"Athletics","Men's Shot Put, Men's Discus Throw","#377EB8",15,"Men's Shot Put",10
26,181,68,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",4
30,186,92,0,0,0,0,0,"Canoe Sprint","Men's Kayak Four (K4) 1000m","#A65628",15,"Men's Kayak Four (K4) 1000m",5
22,187,82,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",9
36,181,82,1,0,0,0,0,"Athletics","Women's Triple Jump","#377EB8",15,"Women's Triple Jump",3
27,183,70,0,0,0,0,0,"Athletics","Men's Long Jump","#377EB8",15,"Men's Long Jump",2
18,159,58,1,0,0,0,0,"Weightlifting","Women's 58kg","#FF7F00",18,"Women's 58kg",9
33,165,66,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",2
30,170,60,1,0,0,0,0,"Athletics","Women's Triple Jump","#377EB8",15,"Women's Triple Jump",8
23,182,62,1,0,0,0,0,"Swimming","Women's 100m Butterfly, Women's 200m Butterfly","#FFFF33",17,"Women's 100m Butterfly",10
26,174,85,1,0,0,0,0,"Athletics","Women's Shot Put","#377EB8",15,"Women's Shot Put",4
18,170,67,1,0,0,0,0,"Cycling","Women's BMX","#E41A1C",16,"Women's BMX",9
31,180,78,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
21,174,64,0,0,0,0,0,"Sailing","Men's 470","#984EA3",17,"Men's 470",3
25,179,81,0,0,0,0,0,"Swimming","Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay","#FFFF33",17,"Men's 100m Breaststroke",1
26,179,74,0,0,0,0,0,"Rowing","Men's Single Sculls","#4DAF4A",17,"Men's Single Sculls",6
25,165,58,0,0,0,0,0,"Athletics","Men's Marathon","#377EB8",15,"Men's Marathon",5
20,175,65,1,0,0,0,0,"Canoe Sprint","Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m","#A65628",15,"Women's Kayak Double (K2) 500m",8
26,177,73,1,0,0,0,0,"Weightlifting","Women's 75kg","#FF7F00",18,"Women's 75kg",9
19,188,84,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
16,175,66,1,0,0,0,0,"Swimming","Women's 4x200m Freestyle Relay","#FFFF33",17,"Women's 4x200m Freestyle Relay",8
27,185,108,0,0,0,0,0,"Athletics","Men's Hammer Throw","#377EB8",15,"Men's Hammer Throw",1
21,201,88,0,0,0,0,0,"Volleyball","Men's Volleyball","#4DAF4A",18,"Men's Volleyball",5
24,169,61,1,0,0,0,0,"Tennis","Women's Singles","#E41A1C",18,"Women's Singles",7
31,199,97,0,0,0,0,0,"Rowing","Men's Quadruple Sculls","#4DAF4A",17,"Men's Quadruple Sculls",5
27,183,72,0,0,0,0,0,"Rowing","Men's Lightweight Four","#4DAF4A",17,"Men's Lightweight Four",3
22,188,83,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",5
21,164,65,1,0,0,0,0,"Table Tennis","Women's Team","#A65628",17,"Women's Team",5
31,175,69,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",1
27,191,77,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",8
26,165,73,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",1
19,186,73,0,0,0,0,0,"Athletics","Men's 400m, Men's 4 x 400m Relay","#377EB8",15,"Men's 400m",8
34,160,72,1,0,0,0,0,"Wrestling","Women's 72kg Freestyle","#FFFF33",18,"Women's 72kg Freestyle",2
21,176,68,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",8
21,179,64,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",7
26,170,66,1,0,0,0,0,"Sailing","Women's 470","#984EA3",17,"Women's 470",3
24,175,65,0,0,0,0,0,"Badminton","Men's Singles","#4DAF4A",15,"Men's Singles",2
31,195,95,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
33,178,85,0,1,0,0,1,"Judo","Men's -90kg","#E41A1C",17,"Men's -90kg",9
21,178,82,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",5
26,174,70,1,0,0,0,0,"Hockey","Women's Hockey","#A65628",16,"Women's Hockey",1
20,175,67,1,0,0,0,0,"Swimming","Women's 200m Freestyle","#FFFF33",17,"Women's 200m Freestyle",8
29,175,72,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",8
34,206,113,0,0,0,0,0,"Basketball","Men's Basketball","#984EA3",15,"Men's Basketball",9
25,170,61,1,1,1,0,2,"Swimming","Women's 100m Breaststroke, Women's 200m Breaststroke","#FFFF33",17,"Women's 100m Breaststroke",2
22,165,68,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",9
27,183,70,1,0,0,0,0,"Volleyball","Women's Volleyball","#4DAF4A",18,"Women's Volleyball",6
26,165,60,1,0,0,0,0,"Athletics","Women's 100m Hurdles","#377EB8",15,"Women's 100m Hurdles",9
21,179,83,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",4
37,183,72,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",2
28,192,100,0,0,0,0,0,"Handball","Men's Handball","#FFFF33",16,"Men's Handball",10
25,170,68,0,0,0,0,0,"Athletics","Men's 4 x 400m Relay","#377EB8",15,"Men's 4 x 400m Relay",7
24,175,60,0,0,0,0,0,"Athletics","Men's 800m","#377EB8",15,"Men's 800m",8
33,198,98,0,0,0,0,0,"Water Polo","Men's Water Polo","#984EA3",18,"Men's Water Polo",2
29,170,73,0,0,0,0,0,"Judo","Men's -73kg","#E41A1C",17,"Men's -73kg",6
28,170,56,1,0,0,0,0,"Badminton","Women's Doubles, Mixed Doubles","#4DAF4A",15,"Women's Doubles",9
30,197,94,0,0,0,0,0,"Beach Volleyball","Men's Beach Volleyball","#FF7F00",15,"Men's Beach Volleyball",1
22,170,65,1,0,0,0,0,"Wrestling","Women's 63kg Freestyle","#FFFF33",18,"Women's 63kg Freestyle",10
26,172,64,0,0,0,0,0,"Athletics","Men's 100m, Men's 200m, Men's 4 x 100m Relay","#377EB8",15,"Men's 100m",5
26,169,55,0,0,0,0,0,"Wrestling","Men's 55kg Greco-Roman","#FFFF33",18,"Men's 55kg Greco-Roman",10
19,165,68,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",4
25,176,65,0,0,0,0,0,"Cycling","Men's Cross-country","#E41A1C",16,"Men's Cross-country",5
21,132,62,1,0,0,0,0,"Athletics","Women's 200m","#377EB8",15,"Women's 200m",7
29,178,72,0,0,0,0,0,"Modern Pentathlon","Men's Modern Pentathlon","#377EB8",17,"Men's Modern Pentathlon",4
25,186,85,0,0,0,0,0,"Cycling","Men's Road Race","#E41A1C",16,"Men's Road Race",9
20,183,74,0,0,0,0,0,"Swimming","Men's 4x200m Freestyle Relay","#FFFF33",17,"Men's 4x200m Freestyle Relay",9
22,178,68,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",7
38,173,59,1,0,0,0,0,"Football","Women's Football","#FF7F00",16,"Women's Football",10
18,174,72,1,0,0,0,0,"Rowing","Women's Single Sculls","#4DAF4A",17,"Women's Single Sculls",6
21,172,70,0,0,0,0,0,"Football","Men's Football","#FF7F00",16,"Men's Football",1
19,168,52,1,0,0,0,0,"Athletics","Women's 100m","#377EB8",15,"Women's 100m",4
26,175,60,1,0,0,0,0,"Athletics","Women's 200m, Women's 400m","#377EB8",15,"Women's 200m",9
25,168,58,1,0,0,0,0,"Athletics","Women's 100m, Women's 200m, Women's 4 x 100m Relay","#377EB8",15,"Women's 100m",7
19,188,94,1,0,0,0,0,"Water Polo","Women's Water Polo","#984EA3",18,"Women's Water Polo",5
30,197,98,1,0,0,0,0,"Basketball","Women's Basketball","#984EA3",15,"Women's Basketball",10
29,167,55,1,0,0,0,0,"Wrestling","Women's 55kg Freestyle","#FFFF33",18,"Women's 55kg Freestyle",4
